origem,destino,tipo_conexao,justificativa,peso
Mueslis,Coconut waters,cafe_da_manha,pão acompanhado de bebida,192.2
Mueslis,Energy drinks,cafe_da_manha,pão acompanhado de bebida,215.3
Mueslis,Beverages,cafe_da_manha,pão acompanhado de bebida,242.7
Mueslis,Beers,cafe_da_manha,pão acompanhado de bebida,211.0
Cheeses,Jams,cafe_da_manha,laticínio com pasta ou cobertura,234.5
Cheeses,Butters,cafe_da_manha,laticínio com pasta ou cobertura,478.1
Cheeses,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,375.1
Cheeses,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,277.9
Cheeses,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,398.8
Cheeses,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,239.8
Cheeses,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,397.5
Cheeses,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,347.5
Cheeses,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,296.6
Cheeses,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,251.9
Yogurts,Jams,cafe_da_manha,laticínio com pasta ou cobertura,141.2
Yogurts,Butters,cafe_da_manha,laticínio com pasta ou cobertura,384.8
Yogurts,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,281.8
Yogurts,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,184.7
Yogurts,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,305.5
Yogurts,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,146.5
Yogurts,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,304.3
Yogurts,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,254.2
Yogurts,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,203.3
Yogurts,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,158.6
Greek-style yogurts,Jams,cafe_da_manha,laticínio com pasta ou cobertura,158.0
Greek-style yogurts,Butters,cafe_da_manha,laticínio com pasta ou cobertura,401.6
Greek-style yogurts,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,298.6
Greek-style yogurts,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,201.4
Greek-style yogurts,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,322.2
Greek-style yogurts,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,163.2
Greek-style yogurts,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,321.0
Greek-style yogurts,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,271.0
Greek-style yogurts,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,220.1
Greek-style yogurts,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,175.3
Plain yogurts,Jams,cafe_da_manha,laticínio com pasta ou cobertura,135.1
Plain yogurts,Butters,cafe_da_manha,laticínio com pasta ou cobertura,378.7
Plain yogurts,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,275.7
Plain yogurts,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,178.5
Plain yogurts,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,299.4
Plain yogurts,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,140.3
Plain yogurts,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,298.1
Plain yogurts,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,248.1
Plain yogurts,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,197.2
Plain yogurts,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,152.4
Low-fat yogurts,Jams,cafe_da_manha,laticínio com pasta ou cobertura,124.5
Low-fat yogurts,Butters,cafe_da_manha,laticínio com pasta ou cobertura,368.1
Low-fat yogurts,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,265.1
Low-fat yogurts,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,167.9
Low-fat yogurts,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,288.8
Low-fat yogurts,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,129.8
Low-fat yogurts,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,287.6
Low-fat yogurts,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,237.5
Low-fat yogurts,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,186.6
Low-fat yogurts,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,141.9
Milks,Jams,cafe_da_manha,laticínio com pasta ou cobertura,160.1
Milks,Butters,cafe_da_manha,laticínio com pasta ou cobertura,403.7
Milks,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,300.7
Milks,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,203.5
Milks,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,324.4
Milks,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,165.3
Milks,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,323.1
Milks,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,273.1
Milks,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,222.2
Milks,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,177.4
UHT Milks,Jams,cafe_da_manha,laticínio com pasta ou cobertura,132.9
UHT Milks,Butters,cafe_da_manha,laticínio com pasta ou cobertura,376.6
UHT Milks,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,273.6
UHT Milks,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,176.3
UHT Milks,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,297.2
UHT Milks,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,138.2
UHT Milks,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,296.0
UHT Milks,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,245.9
UHT Milks,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,195.0
UHT Milks,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,150.3
Grated cheese,Jams,cafe_da_manha,laticínio com pasta ou cobertura,305.0
Grated cheese,Butters,cafe_da_manha,laticínio com pasta ou cobertura,548.6
Grated cheese,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,445.6
Grated cheese,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,348.4
Grated cheese,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,469.3
Grated cheese,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,310.3
Grated cheese,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,468.1
Grated cheese,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,418.0
Grated cheese,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,367.1
Grated cheese,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,322.4
Cow cheeses,Jams,cafe_da_manha,laticínio com pasta ou cobertura,243.4
Cow cheeses,Butters,cafe_da_manha,laticínio com pasta ou cobertura,487.0
Cow cheeses,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,384.0
Cow cheeses,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,286.8
Cow cheeses,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,407.7
Cow cheeses,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,248.7
Cow cheeses,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,406.4
Cow cheeses,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,356.4
Cow cheeses,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,305.5
Cow cheeses,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,260.8
Ricotta,Jams,cafe_da_manha,laticínio com pasta ou cobertura,173.4
Ricotta,Butters,cafe_da_manha,laticínio com pasta ou cobertura,417.0
Ricotta,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,314.0
Ricotta,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,216.8
Ricotta,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,337.7
Ricotta,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,178.6
Ricotta,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,336.4
Ricotta,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,286.4
Ricotta,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,235.4
Ricotta,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,190.8
Condensed milks,Jams,cafe_da_manha,laticínio com pasta ou cobertura,247.4
Condensed milks,Butters,cafe_da_manha,laticínio com pasta ou cobertura,491.0
Condensed milks,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,388.0
Condensed milks,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,290.8
Condensed milks,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,411.7
Condensed milks,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,252.7
Condensed milks,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,410.4
Condensed milks,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,360.4
Condensed milks,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,309.5
Condensed milks,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,264.8
Milk jams,Jams,cafe_da_manha,laticínio com pasta ou cobertura,247.8
Milk jams,Butters,cafe_da_manha,laticínio com pasta ou cobertura,491.4
Milk jams,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,388.4
Milk jams,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,291.2
Milk jams,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,412.1
Milk jams,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,253.1
Milk jams,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,410.9
Milk jams,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,360.9
Milk jams,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,309.9
Milk jams,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,265.2
Dairies,Jams,cafe_da_manha,laticínio com pasta ou cobertura,197.2
Dairies,Butters,cafe_da_manha,laticínio com pasta ou cobertura,440.9
Dairies,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,337.9
Dairies,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,240.7
Dairies,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,361.5
Dairies,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,202.5
Dairies,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,360.3
Dairies,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,310.2
Dairies,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,259.3
Dairies,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,214.6
Dairy drinks,Jams,cafe_da_manha,laticínio com pasta ou cobertura,132.1
Dairy drinks,Butters,cafe_da_manha,laticínio com pasta ou cobertura,375.7
Dairy drinks,Peanut butters,cafe_da_manha,laticínio com pasta ou cobertura,272.7
Dairy drinks,Honeys,cafe_da_manha,laticínio com pasta ou cobertura,175.5
Dairy drinks,Margarines,cafe_da_manha,laticínio com pasta ou cobertura,296.4
Dairy drinks,Sweet spreads,cafe_da_manha,laticínio com pasta ou cobertura,137.3
Dairy drinks,Unsalted butters,cafe_da_manha,laticínio com pasta ou cobertura,295.1
Dairy drinks,Milk powders,cafe_da_manha,laticínio com pasta ou cobertura,245.1
Dairy drinks,Cocoa and chocolate powders,cafe_da_manha,laticínio com pasta ou cobertura,194.2
Dairy drinks,Chocolate-powders,cafe_da_manha,laticínio com pasta ou cobertura,149.4
Cheeses,Breakfast cereals,cafe_da_manha,laticínio com cereal,303.2
Cheeses,Rolled oats,cafe_da_manha,laticínio com cereal,294.4
Cheeses,Cereals and their products,cafe_da_manha,laticínio com cereal,300.7
Cheeses,Oat brans,cafe_da_manha,laticínio com cereal,278.2
Cheeses,Rices,cafe_da_manha,laticínio com cereal,265.8
Cheeses,Pastas,cafe_da_manha,laticínio com cereal,270.7
Cheeses,Instant noodles,cafe_da_manha,laticínio com cereal,311.9
Cheeses,Wheat flours,cafe_da_manha,laticínio com cereal,300.9
Cheeses,Cereals and potatoes,cafe_da_manha,laticínio com cereal,335.1
Yogurts,Breakfast cereals,cafe_da_manha,laticínio com cereal,210.0
Yogurts,Rolled oats,cafe_da_manha,laticínio com cereal,201.2
Yogurts,Cereals and their products,cafe_da_manha,laticínio com cereal,207.5
Yogurts,Oat brans,cafe_da_manha,laticínio com cereal,185.0
Yogurts,Rices,cafe_da_manha,laticínio com cereal,172.5
Yogurts,Pastas,cafe_da_manha,laticínio com cereal,177.5
Yogurts,Instant noodles,cafe_da_manha,laticínio com cereal,218.6
Yogurts,Wheat flours,cafe_da_manha,laticínio com cereal,207.7
Yogurts,Cereals and potatoes,cafe_da_manha,laticínio com cereal,241.8
Greek-style yogurts,Breakfast cereals,cafe_da_manha,laticínio com cereal,226.7
Greek-style yogurts,Rolled oats,cafe_da_manha,laticínio com cereal,217.9
Greek-style yogurts,Cereals and their products,cafe_da_manha,laticínio com cereal,224.2
Greek-style yogurts,Oat brans,cafe_da_manha,laticínio com cereal,201.7
Greek-style yogurts,Rices,cafe_da_manha,laticínio com cereal,189.2
Greek-style yogurts,Pastas,cafe_da_manha,laticínio com cereal,194.2
Greek-style yogurts,Instant noodles,cafe_da_manha,laticínio com cereal,235.3
Greek-style yogurts,Wheat flours,cafe_da_manha,laticínio com cereal,224.4
Greek-style yogurts,Cereals and potatoes,cafe_da_manha,laticínio com cereal,258.6
Plain yogurts,Breakfast cereals,cafe_da_manha,laticínio com cereal,203.8
Plain yogurts,Rolled oats,cafe_da_manha,laticínio com cereal,195.0
Plain yogurts,Cereals and their products,cafe_da_manha,laticínio com cereal,201.3
Plain yogurts,Oat brans,cafe_da_manha,laticínio com cereal,178.8
Plain yogurts,Rices,cafe_da_manha,laticínio com cereal,166.3
Plain yogurts,Pastas,cafe_da_manha,laticínio com cereal,171.3
Plain yogurts,Instant noodles,cafe_da_manha,laticínio com cereal,212.4
Plain yogurts,Wheat flours,cafe_da_manha,laticínio com cereal,201.5
Plain yogurts,Cereals and potatoes,cafe_da_manha,laticínio com cereal,235.7
Low-fat yogurts,Breakfast cereals,cafe_da_manha,laticínio com cereal,193.2
Low-fat yogurts,Rolled oats,cafe_da_manha,laticínio com cereal,184.4
Low-fat yogurts,Cereals and their products,cafe_da_manha,laticínio com cereal,190.8
Low-fat yogurts,Oat brans,cafe_da_manha,laticínio com cereal,168.2
Low-fat yogurts,Rices,cafe_da_manha,laticínio com cereal,155.8
Low-fat yogurts,Pastas,cafe_da_manha,laticínio com cereal,160.8
Low-fat yogurts,Instant noodles,cafe_da_manha,laticínio com cereal,201.9
Low-fat yogurts,Wheat flours,cafe_da_manha,laticínio com cereal,190.9
Low-fat yogurts,Cereals and potatoes,cafe_da_manha,laticínio com cereal,225.1
Milks,Breakfast cereals,cafe_da_manha,laticínio com cereal,228.8
Milks,Rolled oats,cafe_da_manha,laticínio com cereal,220.0
Milks,Cereals and their products,cafe_da_manha,laticínio com cereal,226.3
Milks,Oat brans,cafe_da_manha,laticínio com cereal,203.8
Milks,Rices,cafe_da_manha,laticínio com cereal,191.3
Milks,Pastas,cafe_da_manha,laticínio com cereal,196.3
Milks,Instant noodles,cafe_da_manha,laticínio com cereal,237.4
Milks,Wheat flours,cafe_da_manha,laticínio com cereal,226.5
Milks,Cereals and potatoes,cafe_da_manha,laticínio com cereal,260.6
UHT Milks,Breakfast cereals,cafe_da_manha,laticínio com cereal,201.7
UHT Milks,Rolled oats,cafe_da_manha,laticínio com cereal,192.8
UHT Milks,Cereals and their products,cafe_da_manha,laticínio com cereal,199.2
UHT Milks,Oat brans,cafe_da_manha,laticínio com cereal,176.7
UHT Milks,Rices,cafe_da_manha,laticínio com cereal,164.2
UHT Milks,Pastas,cafe_da_manha,laticínio com cereal,169.2
UHT Milks,Instant noodles,cafe_da_manha,laticínio com cereal,210.3
UHT Milks,Wheat flours,cafe_da_manha,laticínio com cereal,199.3
UHT Milks,Cereals and potatoes,cafe_da_manha,laticínio com cereal,233.5
Grated cheese,Breakfast cereals,cafe_da_manha,laticínio com cereal,373.8
Grated cheese,Rolled oats,cafe_da_manha,laticínio com cereal,364.9
Grated cheese,Cereals and their products,cafe_da_manha,laticínio com cereal,371.2
Grated cheese,Oat brans,cafe_da_manha,laticínio com cereal,348.8
Grated cheese,Rices,cafe_da_manha,laticínio com cereal,336.3
Grated cheese,Pastas,cafe_da_manha,laticínio com cereal,341.2
Grated cheese,Instant noodles,cafe_da_manha,laticínio com cereal,382.4
Grated cheese,Wheat flours,cafe_da_manha,laticínio com cereal,371.4
Grated cheese,Cereals and potatoes,cafe_da_manha,laticínio com cereal,405.6
Cow cheeses,Breakfast cereals,cafe_da_manha,laticínio com cereal,312.1
Cow cheeses,Rolled oats,cafe_da_manha,laticínio com cereal,303.3
Cow cheeses,Cereals and their products,cafe_da_manha,laticínio com cereal,309.6
Cow cheeses,Oat brans,cafe_da_manha,laticínio com cereal,287.1
Cow cheeses,Rices,cafe_da_manha,laticínio com cereal,274.6
Cow cheeses,Pastas,cafe_da_manha,laticínio com cereal,279.6
Cow cheeses,Instant noodles,cafe_da_manha,laticínio com cereal,320.8
Cow cheeses,Wheat flours,cafe_da_manha,laticínio com cereal,309.8
Cow cheeses,Cereals and potatoes,cafe_da_manha,laticínio com cereal,344.0
Ricotta,Breakfast cereals,cafe_da_manha,laticínio com cereal,242.1
Ricotta,Rolled oats,cafe_da_manha,laticínio com cereal,233.3
Ricotta,Cereals and their products,cafe_da_manha,laticínio com cereal,239.6
Ricotta,Oat brans,cafe_da_manha,laticínio com cereal,217.1
Ricotta,Rices,cafe_da_manha,laticínio com cereal,204.6
Ricotta,Pastas,cafe_da_manha,laticínio com cereal,209.6
Ricotta,Instant noodles,cafe_da_manha,laticínio com cereal,250.8
Ricotta,Wheat flours,cafe_da_manha,laticínio com cereal,239.8
Ricotta,Cereals and potatoes,cafe_da_manha,laticínio com cereal,273.9
Condensed milks,Breakfast cereals,cafe_da_manha,laticínio com cereal,316.1
Condensed milks,Rolled oats,cafe_da_manha,laticínio com cereal,307.3
Condensed milks,Cereals and their products,cafe_da_manha,laticínio com cereal,313.6
Condensed milks,Oat brans,cafe_da_manha,laticínio com cereal,291.1
Condensed milks,Rices,cafe_da_manha,laticínio com cereal,278.6
Condensed milks,Pastas,cafe_da_manha,laticínio com cereal,283.6
Condensed milks,Instant noodles,cafe_da_manha,laticínio com cereal,324.8
Condensed milks,Wheat flours,cafe_da_manha,laticínio com cereal,313.8
Condensed milks,Cereals and potatoes,cafe_da_manha,laticínio com cereal,348.0
Milk jams,Breakfast cereals,cafe_da_manha,laticínio com cereal,316.6
Milk jams,Rolled oats,cafe_da_manha,laticínio com cereal,307.8
Milk jams,Cereals and their products,cafe_da_manha,laticínio com cereal,314.1
Milk jams,Oat brans,cafe_da_manha,laticínio com cereal,291.6
Milk jams,Rices,cafe_da_manha,laticínio com cereal,279.1
Milk jams,Pastas,cafe_da_manha,laticínio com cereal,284.1
Milk jams,Instant noodles,cafe_da_manha,laticínio com cereal,325.2
Milk jams,Wheat flours,cafe_da_manha,laticínio com cereal,314.2
Milk jams,Cereals and potatoes,cafe_da_manha,laticínio com cereal,348.4
Dairies,Breakfast cereals,cafe_da_manha,laticínio com cereal,266.0
Dairies,Rolled oats,cafe_da_manha,laticínio com cereal,257.1
Dairies,Cereals and their products,cafe_da_manha,laticínio com cereal,263.5
Dairies,Oat brans,cafe_da_manha,laticínio com cereal,241.0
Dairies,Rices,cafe_da_manha,laticínio com cereal,228.5
Dairies,Pastas,cafe_da_manha,laticínio com cereal,233.5
Dairies,Instant noodles,cafe_da_manha,laticínio com cereal,274.6
Dairies,Wheat flours,cafe_da_manha,laticínio com cereal,263.6
Dairies,Cereals and potatoes,cafe_da_manha,laticínio com cereal,297.8
Dairy drinks,Breakfast cereals,cafe_da_manha,laticínio com cereal,200.8
Dairy drinks,Rolled oats,cafe_da_manha,laticínio com cereal,192.0
Dairy drinks,Cereals and their products,cafe_da_manha,laticínio com cereal,198.3
Dairy drinks,Oat brans,cafe_da_manha,laticínio com cereal,175.8
Dairy drinks,Rices,cafe_da_manha,laticínio com cereal,163.3
Dairy drinks,Pastas,cafe_da_manha,laticínio com cereal,168.3
Dairy drinks,Instant noodles,cafe_da_manha,laticínio com cereal,209.4
Dairy drinks,Wheat flours,cafe_da_manha,laticínio com cereal,198.5
Dairy drinks,Cereals and potatoes,cafe_da_manha,laticínio com cereal,232.7
Breakfast cereals,Jams,cafe_da_manha,cereal com pasta ou mel,271.9
Breakfast cereals,Butters,cafe_da_manha,cereal com pasta ou mel,515.5
Breakfast cereals,Peanut butters,cafe_da_manha,cereal com pasta ou mel,412.5
Breakfast cereals,Honeys,cafe_da_manha,cereal com pasta ou mel,315.3
Breakfast cereals,Margarines,cafe_da_manha,cereal com pasta ou mel,436.2
Breakfast cereals,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,277.1
Breakfast cereals,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,434.9
Breakfast cereals,Milk powders,cafe_da_manha,cereal com pasta ou mel,384.9
Breakfast cereals,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,334.0
Breakfast cereals,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,289.2
Rolled oats,Jams,cafe_da_manha,cereal com pasta ou mel,263.1
Rolled oats,Butters,cafe_da_manha,cereal com pasta ou mel,506.7
Rolled oats,Peanut butters,cafe_da_manha,cereal com pasta ou mel,403.7
Rolled oats,Honeys,cafe_da_manha,cereal com pasta ou mel,306.5
Rolled oats,Margarines,cafe_da_manha,cereal com pasta ou mel,427.4
Rolled oats,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,268.4
Rolled oats,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,426.1
Rolled oats,Milk powders,cafe_da_manha,cereal com pasta ou mel,376.1
Rolled oats,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,325.1
Rolled oats,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,280.4
Cereals and their products,Jams,cafe_da_manha,cereal com pasta ou mel,269.4
Cereals and their products,Butters,cafe_da_manha,cereal com pasta ou mel,513.0
Cereals and their products,Peanut butters,cafe_da_manha,cereal com pasta ou mel,410.0
Cereals and their products,Honeys,cafe_da_manha,cereal com pasta ou mel,312.8
Cereals and their products,Margarines,cafe_da_manha,cereal com pasta ou mel,433.7
Cereals and their products,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,274.6
Cereals and their products,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,432.4
Cereals and their products,Milk powders,cafe_da_manha,cereal com pasta ou mel,382.4
Cereals and their products,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,331.5
Cereals and their products,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,286.8
Oat brans,Jams,cafe_da_manha,cereal com pasta ou mel,246.9
Oat brans,Butters,cafe_da_manha,cereal com pasta ou mel,490.5
Oat brans,Peanut butters,cafe_da_manha,cereal com pasta ou mel,387.5
Oat brans,Honeys,cafe_da_manha,cereal com pasta ou mel,290.3
Oat brans,Margarines,cafe_da_manha,cereal com pasta ou mel,411.2
Oat brans,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,252.2
Oat brans,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,409.9
Oat brans,Milk powders,cafe_da_manha,cereal com pasta ou mel,359.9
Oat brans,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,309.0
Oat brans,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,264.2
Rices,Jams,cafe_da_manha,cereal com pasta ou mel,234.4
Rices,Butters,cafe_da_manha,cereal com pasta ou mel,478.0
Rices,Peanut butters,cafe_da_manha,cereal com pasta ou mel,375.0
Rices,Honeys,cafe_da_manha,cereal com pasta ou mel,277.9
Rices,Margarines,cafe_da_manha,cereal com pasta ou mel,398.7
Rices,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,239.7
Rices,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,397.5
Rices,Milk powders,cafe_da_manha,cereal com pasta ou mel,347.4
Rices,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,296.5
Rices,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,251.8
Pastas,Jams,cafe_da_manha,cereal com pasta ou mel,239.4
Pastas,Butters,cafe_da_manha,cereal com pasta ou mel,483.0
Pastas,Peanut butters,cafe_da_manha,cereal com pasta ou mel,380.0
Pastas,Honeys,cafe_da_manha,cereal com pasta ou mel,282.8
Pastas,Margarines,cafe_da_manha,cereal com pasta ou mel,403.7
Pastas,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,244.7
Pastas,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,402.4
Pastas,Milk powders,cafe_da_manha,cereal com pasta ou mel,352.4
Pastas,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,301.5
Pastas,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,256.8
Instant noodles,Jams,cafe_da_manha,cereal com pasta ou mel,280.5
Instant noodles,Butters,cafe_da_manha,cereal com pasta ou mel,524.1
Instant noodles,Peanut butters,cafe_da_manha,cereal com pasta ou mel,421.1
Instant noodles,Honeys,cafe_da_manha,cereal com pasta ou mel,323.9
Instant noodles,Margarines,cafe_da_manha,cereal com pasta ou mel,444.8
Instant noodles,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,285.8
Instant noodles,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,443.6
Instant noodles,Milk powders,cafe_da_manha,cereal com pasta ou mel,393.5
Instant noodles,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,342.6
Instant noodles,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,297.9
Wheat flours,Jams,cafe_da_manha,cereal com pasta ou mel,269.6
Wheat flours,Butters,cafe_da_manha,cereal com pasta ou mel,513.2
Wheat flours,Peanut butters,cafe_da_manha,cereal com pasta ou mel,410.2
Wheat flours,Honeys,cafe_da_manha,cereal com pasta ou mel,313.0
Wheat flours,Margarines,cafe_da_manha,cereal com pasta ou mel,433.9
Wheat flours,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,274.9
Wheat flours,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,432.6
Wheat flours,Milk powders,cafe_da_manha,cereal com pasta ou mel,382.6
Wheat flours,Cocoa and chocolate powders,cafe_da_manha,cereal com pasta ou mel,331.6
Wheat flours,Chocolate-powders,cafe_da_manha,cereal com pasta ou mel,286.9
Cereals and potatoes,Jams,cafe_da_manha,cereal com pasta ou mel,303.8
Cereals and potatoes,Butters,cafe_da_manha,cereal com pasta ou mel,547.4
Cereals and potatoes,Peanut butters,cafe_da_manha,cereal com pasta ou mel,444.4
Cereals and potatoes,Honeys,cafe_da_manha,cereal com pasta ou mel,347.1
Cereals and potatoes,Margarines,cafe_da_manha,cereal com pasta ou mel,468.0
Cereals and potatoes,Sweet spreads,cafe_da_manha,cereal com pasta ou mel,309.0
Cereals and potatoes,Unsalted butters,cafe_da_manha,cereal com pasta ou mel,466.8
Cereals and potatoes,Milk powders,cafe_da_manha,cereal com pasta ou mel,416.8
